stop_u,max_c_weekday,min_c_weekday,max_c_weekend,min_c_weekend
"Tin Kwai Road,  Tin Ching Estate Bus Stop",76.0,57.0,76.0,57.0
"Tin Sau Road,  Tin Fu Court Bus Stop",76.0,57.0,76.0,57.0
"Tin Shui Road,  Tin Chak Estate Bus Stop",76.0,57.0,76.0,57.0
Kowloon Station GMB Terminus,114.0,95.0,114.0,95.0
Canton Road outside Victoria Towers,190.0,140.6,190.0,140.6
Canton Road outside China Hong Kong Centre,190.0,140.6,190.0,140.6
Canton Road outside Lippo Sun Plaza,114.0,95.0,114.0,95.0
Middle Road Children^s Playground,114.0,95.0,114.0,95.0
Star Ferry Pier,114.0,95.0,114.0,95.0
Bus stop on Kowloon Park Drive northbound,114.0,95.0,114.0,95.0
Canton Road outside China Hong Kong City,190.0,140.6,190.0,140.6
Tai Kok Tsui (Island Harbourview) Public Transport Interchange,76.0,45.6,76.0,45.6
Hoi Fai Road GMB Terminus,76.0,45.6,76.0,45.6
Sham Mong Road bus layby outside HSBC Centre,76.0,45.6,76.0,45.6
Hoi Wang Road (southbound bus lay-bys),76.0,45.6,76.0,45.6
Ferry Street House No. 28,76.0,45.6,76.0,45.6
Canton Road outside Geroge V Memorial Park,76.0,45.6,76.0,45.6
Peking Road outside Mary Building,76.0,45.6,76.0,45.6
Canton Road outside Canton Road Government Offices,76.0,45.6,76.0,45.6
Ferry Street opposite House No. 21,76.0,45.6,76.0,45.6
Hoi Wang Road (northbound bus lay-bys),76.0,45.6,76.0,45.6
"Kam Sheung Road,  Outside Shek Wu School",76.0,45.6,76.0,45.6
Royal Palms,76.0,45.6,76.0,45.6
Park Avenue Tower 10,228.0,114.0,228.0,114.0
"Cherry Street,  Outside Ming Kei College",228.0,114.0,228.0,114.0
"Luen Wan Street,  Outside Mong Kok Grand Century Place",228.0,114.0,228.0,114.0
"Argyle Street,  Opposite to Waterwork Depot",228.0,114.0,228.0,114.0
Canton Road Market,228.0,114.0,228.0,114.0
"Opposite to The Church Of Christ In China Ming Kei College,  Cherry Street",228.0,114.0,228.0,114.0
Hoi Fu Court,228.0,114.0,228.0,114.0
Charming Garden,228.0,114.0,228.0,114.0
"King Tung Street,  Kingsford Terrace",380.0,114.0,380.0,114.0
"King Tung Street,  Outside Block C,  Sun Lai Garden",380.0,114.0,380.0,114.0
"Choi Hung Road,  Outside Rhythm Garden",380.0,114.0,380.0,114.0
"Choi Hung Road,  Outside Chinachem Industrial Mansion",475.0,171.0,456.0,171.0
Shatin Pass Road northbound at the bus bay outside Lung Yat House,380.0,114.0,380.0,114.0
"Shatin Pass Road,  Outside Wong Tai Sin Shopping Centre",380.0,114.0,380.0,114.0
"Choi Hung Road,  Opposite Choi Hung Road Playground",380.0,114.0,380.0,114.0
"Choi Hung Road,  Opposite Ka Wing Factory Building",380.0,114.0,380.0,114.0
"Choi Hung Road,  Opposite San Po Kong Bus Terminal",380.0,114.0,380.0,114.0
"King Tung Street,  Outside King Hin Court",380.0,114.0,380.0,114.0
"Hankow Road,  Outside Hankow Centre",513.0,217.63636359999998,380.0,228.0
Salisbury Road near New World Centre,513.0,217.63636359999998,380.0,228.0
Chatham Road South near Hart Avenue,513.0,217.63636359999998,380.0,228.0
"Chatham Road South,  Outside Park Hotel",513.0,217.63636359999998,380.0,228.0
Chatham Road South near Obeservatory Road,513.0,217.63636359999998,380.0,228.0
Gillies Avenue between Cooke Street and Baker Street,513.0,217.63636359999998,380.0,228.0
Ma Tau Wai Road No. 20,513.0,217.63636359999998,380.0,228.0
"Fat Kwong Street,  Outside Ka Bong Lau",513.0,217.63636359999998,380.0,228.0
"Chung Hau Street,  Hau Man Street",655.5,331.6363636,522.5,342.0
Oi Man Estate,513.0,217.63636359999998,380.0,228.0
"Oi Man Estate,  Chiu Man House",513.0,217.63636359999998,380.0,228.0
Civil Engineering and Development Building,513.0,217.63636359999998,380.0,228.0
Cascades,513.0,217.63636359999998,380.0,228.0
Fat Kwong Street near Housing Authority Headquarters,427.5,228.0,332.5,228.0
Ho Man Tin Estate (Sheung Lok Street),427.5,228.0,332.5,228.0
"Fat Kwong Street,  Opposite to Civil Engineering and Development Building",513.0,217.63636359999998,380.0,228.0
"Chung Hau Street,  Outside Ho Man Tin Government Offices",655.5,331.6363636,522.5,342.0
Chung Hau Street near The Open University of Hong Kong Jockey Club Campus ????? Jubilee College,655.5,331.6363636,522.5,342.0
"Chung Hau Street,  Outside Man Hung House,  Chun Man Court",513.0,217.63636359999998,380.0,228.0
"Chung Hau Street,  Opposite Sun Man House,  Oi Man Estate",513.0,217.63636359999998,380.0,228.0
Ma Tau Wai Road o/s House No.21,513.0,217.63636359999998,380.0,228.0
"Ming On Street,  Outside Block A,  Lux Theatre Building",513.0,217.63636359999998,380.0,228.0
Gillies Avenue South o/s House No.18,513.0,217.63636359999998,380.0,228.0
Gillies Avenue South o/s House No.18Cheong Wan Road near B/S opposite to Hong Kong Polytechnic University,513.0,217.63636359999998,380.0,228.0
Chatham Road South near Science Museum,513.0,217.63636359999998,380.0,228.0
Chatham Road South near Prat Avenue,513.0,217.63636359999998,380.0,228.0
Salisbury Road South near New World Centre,513.0,217.63636359999998,380.0,228.0
Chau^s Building,162.8571429,76.0,162.8571429,76.0
Chung On Street No.10-12,675.8571429,209.0,675.8571429,224.2
Kwong Pan Tin Tsuen,325.7142858,152.0,325.7142858,152.0
"Route Twisk,  Near Chuen Lung Village Office",162.8571429,76.0,162.8571429,76.0
"Castle Peak Road-Tsuen Wan,  Outside Maurine Granthem Health Centre",846.8571429,330.6,865.8571429,330.6
"Castle Peak Road-Tsuen Wan Westbound,  Near Lamp Post No.u7412",238.8571429,114.0,238.8571429,114.0
"Hin Tin Street,  Near Helen Liang Memorial Secondary School (Shatin)",456.0,266.0,456.0,266.0
"Hin Keng Street,  Outside Hin Hing House,  Hin Keng Estate",228.0,76.0,228.0,76.0
"Hin Keng Street,  Outside Tin Sum Ambulance Depot",456.0,266.0,456.0,266.0
"Tin Sam Street,  Opposite Wing Sam House,  Lung Hang Estate",228.0,76.0,228.0,76.0
"Che Kung Miu Road,  Opposite Ng Yuk Secondary School",228.0,76.0,228.0,76.0
"Che Kung Miu Road,  Opposite Lei Uk Tsuen",456.0,266.0,456.0,266.0
"Che Kung Miu Road,  outside Che Kung Miu Station",228.0,76.0,228.0,76.0
"Tai Chung Kiu Road,  opposite Yue Shing Court",456.0,266.0,456.0,266.0
"A Kung Kok Street Northbound,  Opposite Shatin Hospital",505.69230769,228.0,505.69230769,228.0
"A Kung Kok Street Northbound,  Opposite Fishermen^s New Village",228.0,76.0,228.0,76.0
"Hang Hong Street,  Opposite Yiu Him House,  Yiu On Estate",315.69230769,152.0,315.69230769,152.0
"Ma On Shan Road,  Outside Ma On Shan Division Police Station & Nt South Regional Headquarters",228.0,76.0,228.0,76.0
Lee On Estate Bus Terminus,228.0,76.0,228.0,76.0
"Kam Ying Road,  Opposite Kam Lung Court Lung Yiu House",315.69230769,152.0,315.69230769,152.0
"Sai Sha Road Southbound,  Opposite Villa Athena",790.69230769,380.0,771.69230769,513.0
"Hang Hong Street,  Outside Yiu On Estate Bus Terminus",315.69230769,152.0,315.69230769,152.0
"Hang Tak Street Southbound,  Near Tai Shui Hang Station",315.69230769,152.0,315.69230769,152.0
"A Kung Kok Street Southbound,  Near Shatin Hospital",505.69230769,228.0,505.69230769,228.0
"Tai Chung Kiu Road,  Jat Min Chuen",456.0,266.0,456.0,266.0
"Tai Chung Kiu Road,  Tsang Tai Uk Recreation Ground",228.0,76.0,228.0,76.0
"Che Kung Miu Road,  Bus Bay Outside Chun Shek Estate",598.5,323.0,598.5,323.0
"Che Kung Miu Road,  Outside Lei Uk Tsuen",598.5,323.0,598.5,323.0
"Che Kung Miu Road,  Outside Ng Yuk Secondary School",228.0,76.0,228.0,76.0
"Che Kung Miu Road,  Outside Tin Sam",456.0,266.0,456.0,266.0
Kwong Yuen Estate Bus Terminus,228.0,190.0,228.0,190.0
Bus lay-by on Siu Lei Yuen Road between Kwong Sin Street and Sha Tin Wai Road,228.0,190.0,228.0,190.0
Bus lay-by on Sha Tin Wai Road outside Ngau Pei Sha Village,228.0,190.0,228.0,190.0
Ngau Pei Sha Street outside Yu Chui Court,228.0,190.0,228.0,190.0
"Chap Wai Kong Street,  outside Prima Villa",228.0,190.0,228.0,190.0
"Ngan Shing Street,  Opposite Pentecostal Lam Hon Kwong School",228.0,190.0,228.0,190.0
"Ngan Shing Street,  Outside Ngan Shing Shopping Centre",285.0,247.0,285.0,247.0
Bus lay-by on Tai Chung Kiu Road outside Yue Shing Court,228.0,190.0,228.0,190.0
Bus lay-by on Che Kung Miu Road opposite to Tai Wai Station Public Transport Interchange,228.0,190.0,228.0,190.0
"Che Kung Miu Road,  outside Hin Keng Sports Centre",228.0,190.0,228.0,190.0
Bus lay-by on Tin Sam Street outside Tin Sam Village,228.0,190.0,228.0,190.0
Bus lay-by on Che Kung Miu Road outside Tai Wai Station Public Transport Interchange,228.0,190.0,228.0,190.0
"Che Kung Miu Road,  Bus Bay Opposite Chun Shek Estate",228.0,190.0,228.0,190.0
"Ngan Shing Street,  Outside City One Plaza",427.5,389.5,427.5,389.5
Prince Of Wales Hospital Bus Terminus,315.69230769,266.0,315.69230769,266.0
"Chap Wai Kon Street,  Outside City One Station",372.69230769,323.0,372.69230769,323.0
Ngau Pei Sha Street opposite to Yu Chui Court,228.0,190.0,228.0,190.0
Bus lay-by on Sha Tin Wai Road outside Siu Lek Yuen Police Station,228.0,190.0,228.0,190.0
Bus lay-by on Siu Lei Yuen Road near Sha Tin Wai Road,228.0,190.0,228.0,190.0
"Siu Lei Yuen Road,  outside Castello",228.0,190.0,228.0,190.0
University Station Bus Terminus,798.0,304.0,712.5,370.5
"Hang Fai Street,  outside Sewage Pumping Station",190.0,57.0,190.0,57.0
"Sai Sha Road,  outside Ma On Shan Methodist Primary School",190.0,57.0,190.0,57.0
"Sai Sha Road,  Outside Vista Paradiso",380.0,133.0,380.0,133.0
"Sai Sha Road,  Outside Chung Wo House,  Chung On Estate",745.38461538,361.0,745.38461538,361.0
"Sai Sha Road,  Outside Bayshore Towers",570.0,209.0,570.0,342.0
"Ma On Shan Road,  Outside Ma On Shan Division Police Station",380.0,133.0,380.0,199.5
"Ma On Shan Road,  near Park Belvedere",190.0,57.0,190.0,57.0
"Sai Sha Road,  Outside Villa Athena",562.69230769,304.0,543.69230769,437.0
"Sai Sha Road,  Outside Wu Kai Sha New Village",475.0,228.0,456.0,361.0
Wu Kai Sha Station Bus Terminus,988.0,494.0,864.5,693.5
"Sai Sha Road,  Outside Symphony Bay Villa Concerto",475.0,228.0,456.0,361.0
"Sai Sha Road,  Near Sai O",190.0,152.0,152.0,152.0
"Sai Sha Road, Near Nai Chung",950.0,456.0,912.0,722.0
"Sai Sha Road,  Near Tai Tung",190.0,152.0,152.0,152.0
"Sai Sha Road, Near Sai Keng",190.0,152.0,152.0,152.0
"Sai Sha Road, Near Kei Ling Ha",190.0,152.0,152.0,152.0
"Sai Sha Road, Near Shui Long Wo",190.0,152.0,152.0,152.0
"Sai Sha Road, Near O Tau",190.0,152.0,152.0,152.0
"Sai Sha Road,  Near Wong Chuk Wan",95.0,76.0,76.0,76.0
"Sai Sha Road,  near O Tau New Village",95.0,76.0,76.0,76.0
Ma On Shan Road outside Yiu On Estate,190.0,57.0,190.0,57.0
Ma On Shan Road outside Sunshine City,190.0,57.0,190.0,57.0
"Sai Sha Road,  opposite Fok On Garden",190.0,57.0,190.0,57.0
"Sai Sha Road Southbound,  Outside Ma On Shan Sports Ground",380.0,133.0,380.0,133.0
"Sai Sha Road,  outside Kam On Court",190.0,57.0,190.0,57.0
"Hang Fai Street,  opposit Yan On Estate",190.0,57.0,190.0,57.0
Tseng Tau Tsuen,570.0,228.0,570.0,427.5
"Sai Sha Road,  Opposite Hk Baptist Theological Seminary",380.0,152.0,380.0,285.0
"Sai Sha Road,  Hk Baptist Theological Seminary",380.0,152.0,380.0,285.0
Bayshore Towers Bus Terminus,380.0,152.0,380.0,285.0
"Ma On Shan Road,  Outside Ma On Shan Fire Station",190.0,76.0,190.0,142.5
Kam Ying Court Bus Terminus,175.38461538,152.0,175.38461538,152.0
Sunshine City Plaza,175.38461538,152.0,175.38461538,152.0
"Kam Ying Road,  Outside Saddle Ridge Garden",87.69230769,76.0,87.69230769,76.0
"A Kung Kok Street,  Outside Sha Tin Fishermen^s New Village",87.69230769,76.0,87.69230769,76.0
"Kwong Sin Street,  Outside Banyan House,  Kwong Yuen Estate",87.69230769,76.0,87.69230769,76.0
"Kwong Sin Street,  Outside Hang Seng School Of Commerce",87.69230769,76.0,87.69230769,76.0
"Ngau Pei Sha Street,  Outside Ngau Pei Sha New Village",87.69230769,76.0,87.69230769,76.0
"Ngau Pei Sha Street,  Yu Chui Court Bus Terminus",87.69230769,76.0,87.69230769,76.0
"Chap Wai Kon Street,  Opposite City One Station",144.69230769,133.0,144.69230769,133.0
"Ngau Pei Sha Street,  Outside Ngau Pei Sha Village",87.69230769,76.0,87.69230769,76.0
"Kwong Sin Street,  Opposite Hang Seng School Of Commerce",87.69230769,76.0,87.69230769,76.0
"Kwong Sin Street,  Opposite Banyan House,  Kwong Yuen Estate",87.69230769,76.0,87.69230769,76.0
"Siu Lei Yuen Road Westbound,  Near Pooi Kei College",87.69230769,76.0,87.69230769,76.0
"A Kung Kok Street Northbound,  Opposite Fishmen^s New Village",87.69230769,76.0,87.69230769,76.0
"A Kung Kok Street Northbound,  Opposite Ma On Shan Tsung Tsin Secondary School",277.69230769,152.0,277.69230769,152.0
"Hang Hong Street,  Near Ma On Shan Sports Ground",87.69230769,76.0,87.69230769,76.0
"Kam Ying Road,  Outside Kam Lung Court",87.69230769,76.0,87.69230769,76.0
"Kam Ying Road,  Opposite Saddle Ridge Garden",87.69230769,76.0,87.69230769,76.0
Sha Tin Station (Pai Tau Street),38.0,38.0,38.0,38.0
Regal Riverside Hotel,76.0,76.0,76.0,76.0
"Yuen Chau Kok Road,  Opposite Chi Hong School",38.0,38.0,38.0,38.0
"Kong Pui Street,  Outside Escort Garden",38.0,38.0,38.0,38.0
"Shui Chuen Au Street,  Outside Sha Tin Wai Playground",38.0,38.0,38.0,38.0
"Shui Chuen Au Street,  Outside Tse Uk Village",38.0,38.0,38.0,38.0
Fui Yiu Ha New Village,38.0,38.0,38.0,38.0
"Shui Chuen Au Street,  Tsok Pok Hang Village",38.0,38.0,38.0,38.0
"Shui Chuen Au Street,  Po Leung Kuk Chee Jing Yin Primary School",38.0,38.0,38.0,38.0
"Shui Chuen Au Street,  Opposite Sha Tin Wai Playground",38.0,38.0,38.0,38.0
"Sha Kok Street,  Outside Oriole House,  Sha Kok Estate",38.0,38.0,38.0,38.0
"Kong Pui Street,  Artland Garden",38.0,38.0,38.0,38.0
"Yuen Chau Kok Road,  outside Chi Hong Primary School",38.0,38.0,38.0,38.0
Parc Palais access road,142.5,114.0,76.0,76.0
Pak Hoi Street,142.5,114.0,76.0,76.0
"Gascoigne Road No.20,  Club De Recreio",142.5,114.0,76.0,76.0
No.33 Shiu Wo Street,190.0,45.6,190.0,45.6
"Yi Pei Chun Road,  Near Tung Po To Temple",266.0,83.6,266.0,83.6
"Lo Wai Road,  Yuen Yuen Institute",380.0,91.2,380.0,91.2
"Shing Mun Road,  Near The Entrance Of Shing Mun Country Park",342.0,159.6,342.0,159.6
"Yi Pei Chun Road,  Outside Hoi Pa Resite Village",266.0,83.6,266.0,83.6
No.175 Castle Peak Road-Tsuen Wan,190.0,45.6,190.0,45.6
"Sha Tin Central Street,  Outside Wai Wah Centre",190.0,76.0,190.0,76.0
"Wang Pok Street,  Outside Lucky Plaza",190.0,76.0,190.0,76.0
"Yuen Wo Road,  Outside Baptist Lui Ming Choi Secondary School",190.0,76.0,190.0,76.0
"Yuen Wo Road,  Outside Hip Wo House,  Wo Che Estate",190.0,76.0,190.0,76.0
"Tai Chung Kiu Road,  Floating Restaurant",190.0,76.0,190.0,76.0
"Ning Tai Road,  Opposite Kam Shing House,  Kam Tai Court",190.0,76.0,190.0,76.0
"Ning Tai Road,  Opposite Tak Shun Secondary School",190.0,76.0,190.0,76.0
"Ning Tai Road,  Opposite Ocean View",190.0,76.0,190.0,76.0
"Hang Ming Street,  Outside Baycrest",190.0,76.0,190.0,76.0
"Sai Sha Road Northbound,  Opposite Ma On Shan Sports Ground",190.0,76.0,190.0,76.0
"On Chu Street,  Outside Ma On Shan Centre",190.0,76.0,190.0,76.0
"On Chun Street,  Outside Villa Athena",190.0,76.0,190.0,76.0
"Sai Sha Road,  Chinese YMCA College",190.0,76.0,190.0,76.0
"Po Tai Street,  outside Ocean View",190.0,76.0,190.0,76.0
"Ning Tai Road,  Outside Tak Shun Secondary School",190.0,76.0,190.0,76.0
Sui Wo Court,142.5,142.5,142.5,142.5
"Sui Wo Road,  outside Wah Lok Industrial Centre",199.5,199.5,199.5,199.5
"Tsung Tau Ha Road,  Outside Fo Tan Industrial Centre",199.5,199.5,199.5,199.5
Lok Shun Path outside Royal Ascot,199.5,199.5,199.5,199.5
Lok King Street outside Jubilee Garden,199.5,199.5,199.5,199.5
"Lok King Street,  Opposite Fo Tan Station",199.5,199.5,199.5,199.5
"Ngan Shing Street,  outside Pentecostal Lam Hon Kwong School",199.5,199.5,199.5,199.5
"Chap Wai Kon Street,  Outside Yue Tin Court",142.5,142.5,142.5,142.5
"Yu Yan House,  Yuet Chui Court",142.5,142.5,142.5,142.5
"Chap Wai Kong Street,  Prima Villa",142.5,142.5,142.5,142.5
Prince of Wales Hospital near Yuen Chau Kok Bus Terminus,275.5,245.1,275.5,245.1
"Ngan Shing Street,  Outside Ngan Shing Commercial Centre",142.5,142.5,142.5,142.5
"Lok King Street,  outside Fo Tan Station",218.5,218.5,218.5,218.5
"Lok King Street,  opposite to Jubilee Garden",199.5,199.5,199.5,199.5
"Kwei Tei Street,  Outside Wah Yiu Industrial Centre",199.5,199.5,199.5,199.5
"Kwei Tei Street,  near Wah Wei Industrial Centre",142.5,142.5,142.5,142.5
"Sui Wo Road,  Greenwood Terrace",57.0,57.0,57.0,57.0
Sui Wo Court Bus Terminus(From 9 a.m. to 11 p.m. only),114.0,114.0,114.0,114.0
"On Ming Street,  Shek Mun Estate",57.0,57.0,57.0,57.0
Ravana Garden Bus Terminus,57.0,57.0,57.0,57.0
Garden Vista,57.0,57.0,57.0,57.0
Pictorial Garden,57.0,57.0,57.0,57.0
"On Yiu Street,  outside Delta House",57.0,57.0,57.0,57.0
On Ming Street opposite to Shek Mun Station,57.0,57.0,57.0,57.0
Fo Tan Station,57.0,57.0,57.0,57.0
"Pok Chuen Street,  near roundabout outside Lok Chuen House",560.5,290.7,475.0,262.2
Shui Chuen O Public Transport Interchange,218.5,102.6,218.5,102.6
"Pok Chuen Street,  outside Yan Chuen House",750.5,381.9,665.0,353.4
"Pok Chuen Street,  outside Yuet Chuen House",741.0,399.0,570.0,342.0
"Pok Chuen Street,  outside Long Chuen House",978.5,524.4,807.5,467.4
"Pok Tai House,  Pok Hong Estate",142.5,57.0,142.5,57.0
"Sha Kok Street,  outside Sha Tin Wai Station",598.5,342.0,427.5,285.0
"Che Kung Miu Road,  outside Chun Shek Estate",142.5,57.0,142.5,57.0
"Che Kung Miu Road,  outside Lee Uk Village",142.5,57.0,142.5,57.0
"Che Kung Miu Road,  outside Sun Chui Estate",142.5,57.0,142.5,57.0
"Hin Keng Street,  near Hin Kwai Lane",285.0,114.0,285.0,114.0
"Che Kung Miu Road,  opposite Hin Keng Shopping Centre",285.0,114.0,285.0,114.0
"Che Kung Miu Road,  outside Hin Tin Playground",142.5,57.0,142.5,57.0
"Tin Sam Street,  near Carado Garden",142.5,57.0,142.5,57.0
"Tin Sam Street,  outside Tin Sam Tsuen",142.5,57.0,142.5,57.0
"Che Kung Miu Road,  outside Tai Wai Station",142.5,57.0,142.5,57.0
"Che Kung Miu Road,  opposite Chun Shek Estate",142.5,57.0,142.5,57.0
"Yat Tai Street,  outside Sha Tin Wai Station",370.5,199.5,285.0,171.0
"Pok Chuen Street,  outside Shing Chuen House",142.5,57.0,142.5,57.0
Pok Chuen Path,228.0,142.5,142.5,114.0
"To Shek Street,  near To Shek Path",380.0,182.4,380.0,182.4
"Ngan Shing Street,  near Prince of Wales Hospital",190.0,91.2,190.0,91.2
"Ngan Shing Street,  opposite Yue Tin Court",190.0,91.2,190.0,91.2
"Ngan Shing Street,  outside City One Shatin",190.0,91.2,190.0,91.2
"Tai Chung Kiu Road,  outside Star Seafood Floating Restaurant",190.0,91.2,190.0,91.2
"Ngan Shing Street,  near City One Shatin",114.0,45.6,114.0,45.6
"Ngan Shing Street,  near Yue Tin Court",114.0,45.6,114.0,45.6
"Tai Chung Kiu Road,  outside Ravana Garden",76.0,45.6,76.0,45.6
Shatin Hospital,76.0,45.6,76.0,45.6
"Tai Chung Kiu Road,  outside Courtyard By Marriott",76.0,45.6,76.0,45.6
"Ngan Shing Street,  opposite City One Shatin",76.0,45.6,76.0,45.6
"Lai Ping Road,  GMB Terminus near service reservoir",76.0,76.0,76.0,76.0
"Lai Ping Road,  opposite Dragons Range",76.0,76.0,76.0,76.0
"Tai Po Road,  near Lai Ping Road",152.0,152.0,152.0,152.0
"Tai Po Road,  near Kau To Shan Road",152.0,152.0,152.0,152.0
"Lok Shun Path,  outside Royal Ascot",76.0,76.0,76.0,76.0
"Lok King Street,  opposite Fo Tan Station",76.0,76.0,76.0,76.0
"Yuen Wo Road,  otuside Sha Tin Sports Ground",76.0,76.0,76.0,76.0
"Yuen Wo Road,  outside Sha Tin Jockey Club Swimming pool",76.0,76.0,76.0,76.0
"Pak Hok Ting Street,  outside Royal Park Hotel",76.0,76.0,76.0,76.0
"Sha Tin Centre Street,  outside Hilton Centre",76.0,76.0,76.0,76.0
"Wang Pok Street,  outside Lucky Plaza",76.0,76.0,76.0,76.0
"Yuen Wo Road,  outside Lek Yuen Estate",76.0,76.0,76.0,76.0
"Yuen Wo Road,  outside Wo Che Estate",76.0,76.0,76.0,76.0
"Lok Shun Path, opposite Royal Ascot",76.0,76.0,76.0,76.0
Lok Shun Path roundabout,76.0,76.0,76.0,76.0
"Lai Ping Road,  outside Dragons Range",76.0,76.0,76.0,76.0
"Sham Shing Road,  Opposite Sham Shui Po Government Primary School",162.8571429,142.5,162.8571429,142.5
Mei Lai Road near Nassau Street,162.8571429,142.5,162.8571429,142.5
Lai Wan Market,162.8571429,142.5,162.8571429,142.5
Lai Wan Road near Mei Foo MTR Station Exit D,162.8571429,142.5,162.8571429,142.5
Mei Lai Road near Tong Nai Kan College,162.8571429,142.5,162.8571429,142.5
"Lai Chi Kok Road,  Outside Banyan Garden",162.8571429,142.5,162.8571429,142.5
"Sham Shing Road,  Outside Liberte",162.8571429,142.5,162.8571429,142.5
"Shiu Wo Street,  Outside Chau Hop Shing Building",190.0,114.0,209.0,114.0
"Shek Wai Kok Estate,  Outside Shek Tsui House",95.0,57.0,114.0,57.0
No.176 Castle Peak Road-Tsuen Wan,95.0,57.0,114.0,57.0
No.37 Shiu Wo Street,76.0,38.0,76.0,38.0
"Cheung Shan Estate Road West,  Bus Terminus",95.0,57.0,95.0,57.0
"Yi Pei Chun Road,  Near Junction Of Yi Pei Chun Road And Lo Wai Road",95.0,57.0,95.0,57.0
No.177 Castle Peak Road-Tsuen Wan,95.0,57.0,95.0,57.0
GMB Stand on Choi Wing Road,114.0,95.0,114.0,95.0
Choi Wing Road Westbound behind Bus Terminus outside Choi Sin House,114.0,95.0,114.0,95.0
Choi Wing Road Westbound near School (behind bus stop),114.0,95.0,114.0,95.0
Choi Wing Road Northbound near Choi Hing Road (behind bus stop),114.0,95.0,114.0,95.0
Choi Hing Road Northbound outside Ping Shek playground,114.0,95.0,114.0,95.0
Choi Hing Road Southbound opposite to Ping Shek playground,114.0,95.0,114.0,95.0
Choi Wing Road Southbound near Choi Hing Road,114.0,95.0,114.0,95.0
Choi Wing Road Eastbound outside Choi Shun House,114.0,95.0,114.0,95.0
Choi Wing Road Eastbound outside Choi Leung House,114.0,95.0,114.0,95.0
Choi Wing Road Eastbound outside between Choi Sin House and Choi Lok House,114.0,95.0,114.0,95.0
NINA TOWER,1244.5,703.0,1244.5,710.6
"Cheun Lung Street,  opposite no.97",427.5,114.0,427.5,136.8
Yeung Uk Road outside Yeung Uk Road Market,142.5,38.0,142.5,45.6
"Castle Peak Road-Tsuen Wan,  Outside New Territories South Regional Police Headquarters",427.5,114.0,427.5,136.8
No.393 Sha Tsui Road,399.0,133.0,399.0,148.2
"Tsuen Fu Street,  Near Bus Stop",285.0,76.0,285.0,91.2
"On Chi Street,  Outside Kai Yam House,  On Yam Estate",427.5,114.0,427.5,136.8
"Chung On Street,  Outside City Landmark I",285.0,76.0,285.0,91.2
No.112 Chung On Street,883.5,361.0,883.5,383.79999999999995
"Yeung Uk Road,  Outside Nina Tower",598.5,323.0,598.5,330.6
No.249 Sha Tsui Road,256.5,95.0,256.5,102.6
No.285 Sha Tsui Road,256.5,95.0,256.5,102.6
No.305 Sha Tsui Road,256.5,95.0,256.5,102.6
"Lei Muk Road,  Near Tung Chi Street (except between 5.00 p.m. and 8.00 p.m)",142.5,38.0,142.5,45.6
Chun Pin Street near Lei Muk Road (only between 5.00 p.m. and 8.00 p.m),142.5,38.0,142.5,45.6
Choi Ying Estate,95.0,95.0,95.0,95.0
Choi Ha Road outside Ying Shun House,95.0,95.0,95.0,95.0
Choi Ha Road Opposite To Choi Yee House,95.0,95.0,95.0,95.0
Jordan Valley North Road near taxi House,95.0,95.0,95.0,95.0
Ngau Tau Kok Road outside Ngau Tau Kok Market,95.0,95.0,95.0,95.0
On Wah Street,95.0,95.0,95.0,95.0
Jordan Valley North Road outside Ming Sing Restaurant,95.0,95.0,95.0,95.0
Choi Ha Road outside Marynoll,95.0,95.0,95.0,95.0
Choi Ha Road outside Choi Yee House,95.0,95.0,95.0,95.0
Choi Ying Estate outside Ying On House/Ying Fu House,95.0,95.0,95.0,95.0
Allway Gardens Bus Terminus,162.8571429,71.25,162.8571429,71.25
Tsuen King Circuit Market,162.8571429,71.25,162.8571429,71.25
"ON YIN STREET,  near Church of The Annunciation",162.8571429,71.25,162.8571429,71.25
No.55 Sha Tsui Road,162.8571429,71.25,162.8571429,71.25
"Tai Chung Road,  near Hale Weal Industrial Building",162.8571429,71.25,162.8571429,71.25
"Castle Peak Road - Tsuen Wan,  Outside CDW Place",162.8571429,71.25,162.8571429,71.25
"MTR Tsuen Wan Station (Sai Lau Kok Road,  Opposite Nam Fung Centre)",162.8571429,71.25,162.8571429,71.25
"No 23,  SHIU WO STREET",162.8571429,71.25,162.8571429,71.25
"No. 110,  Chung On Street",162.8571429,71.25,162.8571429,71.25
Yeung Uk Road outside Citywalk 2,162.8571429,71.25,162.8571429,71.25
Opposite Tsuen Wan Adventist Hospital,162.8571429,71.25,162.8571429,71.25
"Shiu Wo Street,  Outside Brighton Place",76.0,38.0,76.0,38.0
"Ma Sim Pai Road,  Outside Sai Lau Kok Tsuen",76.0,38.0,76.0,38.0
"Fu Yung Shan Road,  Outside Chuk Lam Sim Monastery",76.0,38.0,76.0,38.0
"Fu Yung Shan Road,  Outside San Tsuen",76.0,38.0,76.0,38.0
"Fu Yung Shan Road,  Opposite Chuk Lam Sim Monastery",76.0,38.0,76.0,38.0
Cruise Terminal,142.5,57.0,142.5,57.0
"Cheung Yip Street,  Kai Tak Fire Station",142.5,57.0,142.5,57.0
Kowloon Bay (Telford Garden),142.5,57.0,142.5,57.0
"Wang Chiu Road,  Wing Fat Industrial Building",199.5,114.0,199.5,114.0
"Cheung Yip Street,  Octa Tower",142.5,57.0,142.5,57.0
